id,customer_uuid,full_name,nik,gender,birth_date,phone,email,address,created_at
25,a7a44388-e430-4242-87c6-8d4a491b0c13,Ajeng Nurdiyanti,8887286459114553,Male,2003-06-23,+628920943524,rahayu28@example.net,"Jalan Suniaraja No. 7, Singkawang, Sulawesi Tengah 20774",2026-07-07 06:46:22.599816
26,9cc95652-6dbe-4301-b28e-e24df5b6b762,Ilyas Saputra,6758587422675620,Female,2000-03-26,+628416798268,teguhmaulana@example.com,"Jl. Dipatiukur No. 9, Padang Sidempuan, Kalimantan Timur 32503",2026-07-07 06:46:22.599816
27,76fd0e2a-fa30-49ac-9058-52e1596aa08a,"Daliman Usamah, S.Farm",2351267045424956,Male,1996-07-12,+628932050912,suartinidaruna@example.net,"Gang Antapani Lama No. 65, Banjarbaru, Riau 70093",2026-07-07 06:46:22.599816
28,9b895a6c-ac89-440a-ae71-9afde9cb5ba7,H. Respati Mandala,4923885778424367,Female,1966-02-17,+628887583839,irianawaluyo@example.net,"Jl. Wonoayu No. 5, Banjar, Sulawesi Tenggara 51334",2026-07-07 06:46:22.599816
29,35f65a86-20f2-4d6d-bd75-f568dc54f480,Dr. Salwa Hariyah,8995956048123438,Male,1994-07-06,+628408775766,lestaripuji@example.com,"Gg. Dr. Djunjunan No. 7, Probolinggo, Nusa Tenggara Timur 57311",2026-07-07 06:46:22.599816
30,38eeefef-72e4-46dd-92a8-700eb13e45a0,Edi Winarsih,2005936767910116,Female,2003-07-24,+628715557720,galihnarpati@example.com,"Jl. Ir. H. Djuanda No. 81, Sukabumi, Bengkulu 73382",2026-07-07 06:46:22.599816
31,573f26dc-8c43-41f7-b296-01e6f5a93025,"dr. Tami Hasanah, S.Farm",4236977135959391,Male,1979-04-11,+628745760237,wdongoran@example.org,"Jl. Kebonjati No. 031, Denpasar, Kepulauan Bangka Belitung 26185",2026-07-07 06:46:22.599816
32,785aedfc-8098-4a7a-9cde-3cd53f33a5df,Drs. Nalar Hartati,1786197343538819,Male,1985-01-07,+628792454310,nashiruddinartawan@example.org,"Jalan Tubagus Ismail No. 7, Tangerang Selatan, BA 16843",2026-07-07 06:46:22.599816
33,3fe50931-ee47-4430-b6b3-5ff3a3876b74,"Kurnia Santoso, S.E.I",7479285447288082,Female,1970-03-08,+628608976917,lnuraini@example.com,"Gg. Suryakencana No. 46, Parepare, KU 55437",2026-07-07 06:46:22.599816
34,0e28cab7-cec9-4989-8f9e-600a783818e4,Lili Irawan,3434322585512452,Female,2003-01-07,+628621201082,kmangunsong@example.net,"Gang M.T Haryono No. 162, Pasuruan, JB 00263",2026-07-07 06:46:22.599816
35,2ac9a36f-88ce-4665-a909-00f8d9aa13c8,Betania Mayasari,4024263539534327,Female,1972-03-12,+628448817025,wanihalimah@example.org,"Jl. K.H. Wahid Hasyim No. 41, Padang Sidempuan, MA 15178",2026-07-07 06:46:22.599816
36,1bbbf7ae-d90e-4713-bab9-57b2ca404d5d,"Carla Hutapea, M.M.",7961725759823371,Male,1986-11-27,+628158872110,xwacana@example.org,"Jalan Cempaka No. 651, Kota Administrasi Jakarta Timur, Kalimantan Timur 33051",2026-07-07 06:46:22.599816
37,ef2688e1-5d2b-4334-a70c-4d711b3ea5b0,Asmianto Novitasari,5618485441094840,Male,1981-05-23,+628785862179,pratiwikarya@example.net,"Gg. Astana Anyar No. 7, Manado, Nusa Tenggara Barat 66050",2026-07-07 06:46:22.599816
38,a2ec44cd-c87a-4733-a314-0c7a2262b739,"Ir. Sabrina Kusumo, S.E.I",1890254567392545,Male,1963-07-04,+628174671796,riyantikenes@example.net,"Gg. Abdul Muis No. 94, Kendari, Bali 21813",2026-07-07 06:46:22.599816
39,a66c50f5-2116-4636-91dc-ea75aff7690e,"Nardi Prasasta, S.I.Kom",9226110045227746,Male,1983-11-21,+628394063364,salwa08@example.org,"Jalan Bangka Raya No. 488, Pangkalpinang, Riau 11199",2026-07-07 06:46:22.599816
40,8e20d3fa-6fcc-4d40-9592-60144451d1ba,"Samiah Lestari, M.Kom.",4569801375216695,Male,2005-09-20,+628640208579,gambirapertiwi@example.net,"Gg. R.E Martadinata No. 60, Gorontalo, Bali 73943",2026-07-07 06:46:22.599816
41,e91a401b-3b99-4b77-984b-3779a1041ed5,"Jarwadi Widodo, S.IP",0043209859962074,Female,1972-05-27,+628809552991,candrakantasirait@example.net,"Jalan Surapati No. 2, Metro, JA 47979",2026-07-07 06:46:22.599816
42,9cb2d2de-66b0-49b3-a0eb-7bf8f7e9abfb,Almira Purnawati,9156403368362985,Female,1981-01-30,+628598365604,wardizulaika@example.com,"Gang Ir. H. Djuanda No. 5, Bengkulu, Sulawesi Tenggara 63844",2026-07-07 06:46:22.599816
43,34623b72-1a90-4124-9eab-0a5af09aa8ff,Bakda Hastuti,3394596541376725,Male,1979-05-26,+628419268943,mkurniawan@example.net,"Jalan Erlangga No. 53, Probolinggo, Bengkulu 68892",2026-07-07 06:46:22.599816
44,46fac892-37b8-4053-b3d5-01dd107a1ab0,Cindy Budiyanto,8406773042819619,Female,1988-11-16,+628423383963,fiswahyudi@example.net,"Jl. BKR No. 6, Tanjungbalai, GO 44276",2026-07-07 06:46:22.599816
45,ec9481f5-333f-47b7-bb3b-21b2fbf09aa4,"Suci Suwarno, S.Sos",4444115710783720,Female,1991-11-08,+628889591310,gatotsaptono@example.net,"Jl. Jamika No. 74, Metro, BE 65049",2026-07-07 06:46:22.599816
46,02c8bd1a-2dab-475a-aa39-4d076fce686c,Elma Putra,8568443739892384,Female,1966-10-28,+628451639230,waskitavero@example.org,"Jl. Bangka Raya No. 31, Sukabumi, Maluku Utara 72752",2026-07-07 06:46:22.599816
47,99dade06-a8be-4031-99a1-fe4d6a820357,Drs. Siti Mansur,7836894055884547,Female,1987-05-09,+628550211187,putrarangga@example.net,"Jl. Pasirkoja No. 205, Mataram, Kalimantan Selatan 64411",2026-07-07 06:46:22.599816
48,f6ab3de6-8b5d-42c4-83c1-5c18ded14623,"drg. Nabila Wahyuni, S.E.I",0726303659684562,Male,1963-12-04,+628844868441,ardiantobagas@example.com,"Jl. Gegerkalong Hilir No. 267, Surakarta, SG 76015",2026-07-07 06:46:22.599816
49,29de2f6c-763e-4bbb-9849-0919d2a487d5,Anom Hutagalung,9740684690723155,Female,1988-04-24,+628960961305,irwan85@example.com,"Jl. Waringin No. 67, Padang, BA 49121",2026-07-07 06:46:22.599816
50,142746d0-055e-44aa-b987-e5e34a91e85e,Puti Suartini,1086291422089614,Male,1963-03-07,+628481048258,omegantara@example.net,"Gg. Cikutra Timur No. 178, Padangpanjang, Sumatera Selatan 75553",2026-07-07 06:46:22.599816
51,a4881859-7d70-46ea-8afe-e15a6cbcd199,Cut Natalia Purnawati,6428134255929625,Female,1978-06-12,+628846371599,hhardiansyah@example.net,"Gg. Kapten Muslihat No. 13, Pangkalpinang, Sulawesi Barat 74889",2026-07-07 06:46:22.599816
52,9e195a2c-b19a-41a5-9ad3-88c93fefb604,Yulia Rajasa,9789728212776106,Male,1989-09-07,+628152329671,ewahyudin@example.org,"Jl. Raya Setiabudhi No. 235, Banjarbaru, Sulawesi Barat 51294",2026-07-07 06:46:22.599816
53,243ea364-3bd5-484a-b775-71b02b38b17d,"dr. Tari Farida, M.Kom.",7031934278352199,Female,1969-09-11,+628975960427,bagiyaaryani@example.net,"Gang W.R. Supratman No. 11, Dumai, Nusa Tenggara Timur 10751",2026-07-07 06:46:22.599816
54,9721f3ae-1fb8-4757-b40e-5c1b0088e6ec,"T. Darman Suwarno, S.Kom",7319198799837054,Female,1961-04-28,+628832443971,irmamandasari@example.com,"Gang PHH. Mustofa No. 5, Bengkulu, Papua 42416",2026-07-07 06:46:22.599816
55,883b862f-319e-4feb-b6fe-b1b5d5c18aa1,Latika Namaga,5891208592089341,Female,2001-03-14,+628149956218,janet00@example.net,"Gg. Yos Sudarso No. 2, Kota Administrasi Jakarta Pusat, RI 37326",2026-07-07 06:46:22.599816
56,ba7a17e1-9ad3-4cc4-9ff8-9955caae29e0,Kasusra Melani,9125339655786869,Female,1995-02-05,+628410368694,salimah14@example.net,"Jalan Cempaka No. 62, Tangerang, Aceh 18079",2026-07-07 06:46:22.599816
57,90c205ba-7369-42b1-9a21-d3edd34d1d2c,Rafid Yuliarti,6242393960299802,Male,1991-05-02,+628796650291,bajraginsihombing@example.com,"Jl. Jakarta No. 58, Bontang, NB 74743",2026-07-07 06:46:22.599816
58,e0c4e65e-2d92-4552-90f0-e4415f226058,Tantri Pratiwi,0397285582775299,Male,1986-12-16,+628690051935,galakthamrin@example.net,"Jalan HOS. Cokroaminoto No. 56, Solok, BE 12624",2026-07-07 06:46:22.599816
59,a16faff3-2041-493e-9c35-267881503af0,Kanda Saragih,7181375021410435,Female,1966-04-02,+628595337126,dagelprayoga@example.com,"Gang Rumah Sakit No. 742, Sawahlunto, Maluku Utara 02200",2026-07-07 06:46:22.599816
60,5226c514-6d3a-47ca-a296-4e73a4e06ae4,Cornelia Saputra,9078549044649006,Male,1999-07-02,+628180525764,qzulaika@example.com,"Jalan Erlangga No. 80, Singkawang, KT 21158",2026-07-07 06:46:22.599816
61,20dbde5b-b6e6-4e84-b906-f134833a17b2,R. Mursinin Najmudin,2653954607867724,Male,1997-02-09,+628355343109,setiawandagel@example.com,"Jalan Ronggowarsito No. 6, Jambi, Papua Barat 34383",2026-07-07 06:46:22.599816
62,366267fa-c592-41c8-b22e-bf6792274e97,Sari Hartati,3440463190800785,Female,1993-04-17,+628739712082,wthamrin@example.com,"Gang Otto Iskandardinata No. 54, Sorong, RI 89606",2026-07-07 06:46:22.599816
63,ac63eed5-683b-4da7-9d29-a62add73c40d,"Vino Napitupulu, S.Psi",6489490231514835,Female,1988-08-05,+628233357166,agustinadimaz@example.com,"Gang Ir. H. Djuanda No. 782, Bandung, SG 48139",2026-07-07 06:46:22.599816
64,e8c0326e-ddd7-4594-b3ca-9293bc4802d9,Agnes Latupono,5889866098217330,Female,1999-03-12,+628263815116,gandewarajata@example.com,"Gg. Ciumbuleuit No. 3, Kendari, DKI Jakarta 45248",2026-07-07 06:46:22.599816
65,68dba032-5fb9-4ddc-9f85-179495c068a3,Hasta Laksita,0790534133958170,Female,1975-07-11,+628197597497,jagapati70@example.com,"Jl. Antapani Lama No. 4, Tidore Kepulauan, AC 14582",2026-07-07 06:46:22.599816
66,8d1b9521-518e-4f02-ab6a-4627217f7ea9,Amelia Dongoran,4464253165532902,Female,1997-01-22,+628336810757,tsuryono@example.net,"Gg. Antapani Lama No. 886, Batu, MU 03774",2026-07-07 06:46:22.599816
67,6deb8916-c1b6-41b5-9c6f-f40d3dd95e12,Lurhur Maryati,7214415256337440,Male,1986-02-04,+628446146289,oktokusumo@example.org,"Jalan Joyoboyo No. 995, Tual, NB 46466",2026-07-07 06:46:22.599816
68,48edc9d9-1fb7-489c-a784-c48dcb0d27ec,R. Jamalia Hidayanto,5741038689082553,Female,1977-05-15,+628443154770,emas67@example.net,"Jalan Rungkut Industri No. 814, Tangerang, Sulawesi Tengah 80621",2026-07-07 06:46:22.599816
69,f581716d-5140-400a-89a1-549ca7de72b3,"Dr. Hasim Rahimah, S.IP",2706517396112117,Female,1989-11-23,+628190909963,swidodo@example.com,"Gg. Jend. Sudirman No. 0, Bandung, Kalimantan Selatan 93785",2026-07-07 06:46:22.599816
70,3cc9e25f-d301-4cb0-acaf-1f296ef24593,"Maimunah Halimah, S.IP",9645568693934467,Male,1975-09-28,+628745032128,ameliapermata@example.org,"Gang K.H. Wahid Hasyim No. 09, Batu, Jawa Barat 77057",2026-07-07 06:46:22.599816
71,df8ec812-4d08-439f-9371-146e05eca175,Darman Suwarno,3040326905359709,Male,2002-07-23,+628723811693,fsihotang@example.org,"Gg. Astana Anyar No. 494, Tomohon, GO 82420",2026-07-07 06:46:22.599816
72,fb6b66b1-7897-459f-9205-3c94da7c66ac,Adika Adriansyah,3410183751244513,Male,1980-12-18,+628413754671,awibisono@example.com,"Jl. Medokan Ayu No. 83, Tebingtinggi, JT 90406",2026-07-07 06:46:22.599816
73,95a97afe-247e-4ad9-a3a8-554bad801e2b,Gandi Mardhiyah,4357600627698351,Female,1978-03-04,+628485617211,knarpati@example.org,"Gang Suryakencana No. 4, Palu, JB 79214",2026-07-07 06:46:22.599816
74,1ac4f342-9602-4423-bcac-145b17913ccf,R.A. Hafshah Tampubolon,9635933786876564,Female,1983-04-29,+628498509962,zulkarnaincager@example.org,"Jalan Kutisari Selatan No. 3, Makassar, SR 99569",2026-07-07 06:46:22.599816
75,0ab577ea-5a4b-4108-9090-d7fc421ff964,Puti Aisyah Iswahyudi,3129421081788037,Male,1965-11-14,+628250712839,karman27@example.org,"Gang Sukajadi No. 67, Serang, Sumatera Utara 46513",2026-07-07 06:46:22.599816
76,72f4acbf-b751-4cea-bf48-ee8cbe7cfaeb,Putri Latupono,1166970379677229,Female,1988-03-27,+628952211135,simbolonarta@example.net,"Jalan Siliwangi No. 225, Sibolga, NB 04069",2026-07-07 06:46:22.599816
77,06ed1d69-1a9e-4b2a-85f6-ea5df3faa42e,"Puspa Nugroho, S.Pd",9165477541168043,Female,1976-09-24,+628220154881,fanggriawan@example.com,"Jalan Bangka Raya No. 744, Bandung, Jawa Tengah 39396",2026-07-07 06:46:22.599816
78,dbd74f46-b7af-4ae9-bc36-ecdd5cebf8b5,Sutan Opan Purnawati,2729149243005293,Male,1997-06-07,+628140266145,rahmawatiega@example.org,"Jalan Ciwastra No. 298, Langsa, DKI Jakarta 47277",2026-07-07 06:46:22.599816
79,9c51cf34-1927-42ac-ba21-5210cce8eb6f,"H. Raden Saptono, M.Pd",9867128617400285,Female,1971-08-31,+628890862406,gprastuti@example.com,"Jalan KH Amin Jasuta No. 3, Medan, BT 11068",2026-07-07 06:46:22.599816
80,fe2fc014-dae1-4cf1-9410-1ad14b618e15,Elvina Uyainah,1230474195052146,Female,1961-04-28,+628368303887,saptonosuci@example.org,"Jalan Rawamangun No. 0, Tanjungbalai, Kalimantan Timur 66558",2026-07-07 06:46:22.599816
81,023f0b49-5df6-422f-827f-c7c2ca4e9594,Bambang Rahayu,1653957508033730,Female,1985-03-07,+628368906986,zkurniawan@example.net,"Gg. Jayawijaya No. 280, Bandung, KB 21092",2026-07-07 06:46:22.599816
82,1ab37332-09dd-4ca3-86d8-14fffd239880,R.M. Balidin Megantara,7730581746680742,Male,2001-06-11,+628157036629,najwairawan@example.org,"Gang BKR No. 2, Bukittinggi, KU 15984",2026-07-07 06:46:22.599816
83,02c39778-5f6a-4a79-ad07-42f8148abfe5,"Julia Rahimah, S.H.",8333840628062744,Male,1967-03-06,+628582163615,wgunawan@example.com,"Jl. Ciwastra No. 6, Singkawang, KR 61104",2026-07-07 06:46:22.599816
84,2c4300b3-3a79-4946-8992-2bd903c54682,Dr. Kasiyah Suartini,3163720449121324,Female,1966-12-08,+628880584681,pranatanovitasari@example.com,"Jalan Sukajadi No. 21, Lubuklinggau, Riau 82744",2026-07-07 06:46:22.599816
85,42b756ff-48c8-432d-8218-6bfb8252c2e1,Akarsana Hakim,1447964670645710,Female,1996-10-03,+628762376434,himawanwinarsih@example.com,"Jalan K.H. Wahid Hasyim No. 6, Ternate, Bengkulu 72028",2026-07-07 06:46:22.599816
86,e236b9c2-0b86-43ad-ac5b-82ff69c6f94e,Vicky Prabowo,0073356693755362,Female,1971-06-04,+628231814525,yprasetyo@example.org,"Gg. Rajawali Barat No. 96, Tebingtinggi, JI 18435",2026-07-07 06:46:22.599816
87,cf458532-8929-4581-9c61-5608b2741804,Dacin Yulianti,7435224929418484,Male,1963-01-28,+628204264587,imaryati@example.com,"Jl. Stasiun Wonokromo No. 508, Semarang, Maluku 39287",2026-07-07 06:46:22.599816
88,b1f9e554-9b13-481b-8374-7501597165bf,Hana Yulianti,6752217713297243,Female,1963-07-30,+628724478186,hasimastuti@example.com,"Gg. Sukajadi No. 593, Pagaralam, Kalimantan Tengah 68373",2026-07-07 06:46:22.599816
89,c17bf01e-770c-4daa-b63d-f37df8bf14e1,Banawi Nugroho,4918037444513045,Female,1983-08-29,+628247798236,mwaluyo@example.org,"Gang W.R. Supratman No. 413, Singkawang, Sulawesi Tenggara 56334",2026-07-07 06:46:22.599816
90,92867640-c3d6-4a27-a4bb-085d75c4e201,"drg. Jamalia Sirait, S.Ked",7158853192952019,Male,2000-10-24,+628404689553,banawa40@example.com,"Jl. Tubagus Ismail No. 27, Balikpapan, Banten 78072",2026-07-07 06:46:22.599816
91,6bcb386b-f282-4221-b66d-50d858a85764,H. Viman Situmorang,6606551693908097,Male,1964-01-14,+628394172112,harjamayasari@example.org,"Gg. Monginsidi No. 63, Batam, Maluku 87374",2026-07-07 06:46:22.599816
92,20b7fe5b-3008-4807-9a56-89ad75d76690,Marsudi Halim,7464629486200442,Male,1971-09-14,+628761396498,amalia32@example.net,"Jl. Ir. H. Djuanda No. 568, Manado, Jawa Tengah 61531",2026-07-07 06:46:22.599816
93,60c86de6-02b3-4c32-a894-fc2b183c24c2,drg. Harimurti Tarihoran,3778913534220236,Male,1981-10-31,+628376578178,endranuraini@example.net,"Jalan Rajawali Timur No. 00, Tangerang Selatan, BE 62337",2026-07-07 06:46:22.599816
94,32a91ae4-4627-475d-987f-bbe291c56dc0,"Ir. Timbul Hidayanto, S.Sos",8971194840342502,Male,1982-12-22,+628751580895,tarisaragih@example.org,"Jl. Waringin No. 59, Cirebon, GO 17094",2026-07-07 06:46:22.599816
95,06709caf-85dc-4507-a096-8b59e08f44e0,"Raisa Nugroho, S.Sos",2011234005323458,Female,1998-01-05,+628779200551,zwidiastuti@example.org,"Gg. Ahmad Yani No. 4, Subulussalam, Nusa Tenggara Timur 40636",2026-07-07 06:46:22.599816
96,b3d4e5f7-0463-483d-80ee-7f3d4fcc21de,Makuta Prabowo,1039531640078518,Male,1994-02-25,+628260088694,anamaga@example.com,"Jalan Kutai No. 7, Dumai, MA 85750",2026-07-07 06:46:22.599816
97,aa3a399c-6908-4d59-b4fa-7f2a8e76f095,Cawisadi Prasasta,9336855545403143,Female,1989-12-30,+628888810937,wawansuwarno@example.net,"Gg. Gegerkalong Hilir No. 19, Tual, NT 21903",2026-07-07 06:46:22.599816
98,ea4fa591-8605-4cd7-b027-6487b30e5881,Tami Adriansyah,5269520457738257,Male,1975-06-14,+628314853117,saadat86@example.org,"Jl. Monginsidi No. 778, Gorontalo, KI 84758",2026-07-07 06:46:22.599816
99,48356027-81cb-4566-93d0-9196d6a93582,"Drs. Padma Mangunsong, S.Gz",4442564877559439,Male,2006-05-04,+628603559955,suwarnozalindra@example.org,"Jalan Kutisari Selatan No. 8, Madiun, NB 62112",2026-07-07 06:46:22.599816
100,6994ce6f-964d-4840-b482-d098c4023f43,Gaman Laksmiwati,5686824922997764,Female,1984-09-11,+628625185000,asmiantopradipta@example.org,"Gg. PHH. Mustofa No. 22, Samarinda, Sulawesi Barat 95409",2026-07-07 06:46:22.599816
101,0eeebd06-4495-49d1-aca7-4497ef56bef9,Gandewa Prayoga,5972558337109096,Female,1976-12-15,+628912448600,kuswoyowardaya@example.net,"Gang M.T Haryono No. 4, Yogyakarta, SR 91040",2026-07-07 06:46:22.599816
102,9c799e45-e6f6-4b56-bcdb-eb5620a38535,"Asmadi Irawan, S.Ked",2825217209221346,Female,2006-01-10,+628257604106,utamajessica@example.net,"Gg. Kendalsari No. 40, Sibolga, Riau 15503",2026-07-07 06:46:22.599816
103,e4d2c49f-96ae-49d5-bb23-856ffab36207,drg. Padma Pratama,9916846722076278,Male,1979-09-05,+628150048684,puti25@example.com,"Gang PHH. Mustofa No. 0, Semarang, KB 74371",2026-07-07 06:46:22.599816
104,dc2e2de3-9df5-45be-b812-599c8b1c7dd1,Diana Narpati,4890871782026934,Male,1998-09-26,+628798603957,vprakasa@example.net,"Gang S. Parman No. 58, Tanjungpinang, Kalimantan Barat 60121",2026-07-07 06:46:22.599816
105,5e11a3bb-9bc4-4ae6-85ec-178b44e00ea9,"Cut Hesti Novitasari, M.Farm",8152837670326166,Female,1998-10-18,+628545391971,tinapangestu@example.org,"Jalan Siliwangi No. 28, Padangpanjang, NB 11107",2026-07-07 06:46:22.599816
106,bbd3ca59-bd1a-43f9-8258-1cbb008c0bd1,Genta Mardhiyah,5061132227937066,Female,1972-12-20,+628176705490,twahyuni@example.net,"Gg. Rumah Sakit No. 824, Probolinggo, JT 50455",2026-07-07 06:46:22.599816
107,31080e95-4d9b-4694-a9fb-3154f55dc494,Puti Yani Santoso,4169876693294493,Male,1967-01-21,+628863703117,paulinhalim@example.org,"Gang Merdeka No. 835, Cilegon, JK 25388",2026-07-07 06:46:22.599816
108,52d6d745-22ee-4dd9-87cc-8f48defc70b1,Dasa Rajata,7887657553918925,Female,1965-03-18,+628286670424,daliminpuspita@example.com,"Jl. PHH. Mustofa No. 428, Pematangsiantar, Kalimantan Tengah 78774",2026-07-07 06:46:22.599816
109,8cbfd33c-eb25-475e-93aa-bd12dcb24fa8,"Ina Simanjuntak, S.T.",8467484014556302,Female,1978-12-02,+628113237836,hardihasanah@example.net,"Jalan Rumah Sakit No. 15, Kupang, Sumatera Barat 46208",2026-07-07 06:46:22.599816
110,ebd339b2-cc00-489d-8a9f-eadbb53cad73,"Raihan Nugroho, S.T.",5030990904779649,Male,1976-01-23,+628520684364,karta64@example.net,"Gang Ciwastra No. 859, Kota Administrasi Jakarta Utara, Sulawesi Selatan 87494",2026-07-07 06:46:22.599816
111,1bfaf267-6136-4142-a47b-feae672426fa,"Pardi Melani, S.Farm",8936656315572002,Female,1962-06-04,+628833164961,sihombingpaiman@example.net,"Gang Raya Setiabudhi No. 39, Kota Administrasi Jakarta Selatan, Maluku 30348",2026-07-07 06:46:22.599816
